"id"	en	kanji	kana
FMA38618	humeral head of left flexor carpi ulnaris	左尺側手根屈筋上腕頭	ひだりしゃくそくしゅこんくっきんじょうわんとう
FMA38619	ulnar head of right flexor carpi ulnaris	右尺側手根屈筋尺骨頭	みぎしゃくそくしゅこんくっきんしゃくこつとう
FMA38620	ulnar head of left flexor carpi ulnaris	左尺側手根屈筋尺骨頭	ひだりしゃくそくしゅこんくっきんしゃくこつとう
FMA3862nsn	anterior interventricular branch of left coronary artery, nsn	心室中隔枝nsn;左冠状動脈の中隔室間枝nsn	しんしつちゅうかくしnsn；ちゅうかくしつかんし（さかんじょうどうみゃくの）nsn
FMA38638	humeroulnar head of right flexor digitorum superficialis	右浅指屈筋上腕尺骨頭	みぎせんしくっきんじょうわんしゃっこつとう
FMA38639	humeroulnar head of left flexor digitorum superficialis	左浅指屈筋上腕尺骨頭	ひだりせんしくっきんじょうわんしゃっこつとう
FMA38640	radial head of right flexor digitorum superficialis	右浅指屈筋橈骨頭	みぎせんしくっきんとうこつとう
FMA38641	radial head of left flexor digitorum superficialis	左浅指屈筋橈骨頭	ひだりせんしくっきんとうこつとう
FMA38928	right rectus femoris	右大腿直筋	みぎだいたいちょくきん
FMA38929	left rectus femoris	左大腿直筋	ひだりだいたいちょくきん
FMA38930	right vastus lateralis	右外側広筋	みぎがいそくこうきん
FMA38931	left vastus lateralis	左外側広筋	ひだりがいそくこうきん
FMA38932	right vastus medialis	右内側広筋	みぎないそくこうきん
FMA38933	left vastus medialis	左内側広筋	ひだりないそくこうきん
FMA38934	right vastus intermedius	右中間広筋	みぎちゅうかんこうきん
FMA38935	left vastus intermedius	左中間広筋	ひだりちゅうかんこうきん
FMA3932nsn	brachiocephalic artery, nsn	腕頭動脈nsn	わんとうどうみゃくnsn
FMA3941	right common carotid artery	右総頚動脈	みぎそうけいどうみゃく
FMA3953	right subclavian artery	右鎖骨下動脈	みぎさこつかどうみゃく
FMA40120	flexor retinaculum of right wrist	右手の屈筋支帯	みぎてのくっきんしたい
FMA40121	flexor retinaculum of left wrist	左手の屈筋支帯	ひだりてのくっきんしたい
FMA4058	left common carotid artery	左総頚動脈	ひだりそうけいどうみゃく
FMA42398	set of lumbricals of right hand	右手の虫様筋	みぎてのちゅうようきん
FMA42399	set of lumbricals of left hand	左手の虫様筋	ひだりてのちゅうようきん
FMA42402	set of palmar interossei of right hand	右掌側骨間筋	みぎしょうそくこつかんきん
FMA42403	set of palmar interossei of left hand	左掌側骨間筋	ひだりしょうそくこつかんきん
FMA42404	set of dorsal interossei of right hand	右手の背側骨間筋	みぎてのはいそくこっかんきん
FMA42405	set of dorsal interossei of left hand	左手の背側骨間筋	ひだりてのはいそくこっかんきん
FMA43253	proximal phalanx of right big toe	右第一趾基節骨	みぎだいいっしきせつこつ
FMA43254	proximal phalanx of left big toe	左第一趾基節骨	ひだりだいいっしきせつこつ
FMA43883	right gracilis	右薄筋	みぎはくきん
FMA43884	left gracilis	左薄筋	ひだりはくきん
FMA43886	right adductor minimus	右小内転筋	みぎしょうないてんきん
FMA43887	left adductor minimus	左小内転筋	ひだりしょうないてんきん
FMA44249	right long plantar ligament	右長足底靱帯	みぎちょうそくていじんたい
FMA44250	left long plantar ligament	左長足底靱帯	ひだりちょうそくていじんたい
FMA45097	sesamoid bone of right foot	種子骨(右足の）	しゅしこつ（みぎあしの）
FMA45098	sesamoid bone of left foot	種子骨(左足の）	しゅしこつ（ひだりあしの）
FMA45739	right platysma	右広頚筋	みぎこうけいきん
FMA45740	left platysma	左広頚筋	ひだりこうけいきん
FMA45826	right stylohyoid	右茎突舌骨筋	みぎけいとつぜつこつきん
FMA45827	left stylohyoid	左茎突舌骨筋	ひだりけいとつぜつこつきん
FMA45854	right pubococcygeus	右恥骨尾骨筋	みぎちこつびこつきん
FMA45855	left pubococcygeus	左恥骨尾骨筋	ひだりちこつびこつきん
FMA45856	right puborectalis	右恥骨直腸筋	みぎちこつちょうくちょうきん
FMA45857	left puborectalis	左恥骨直腸筋	ひだりちこつちょうくちょうきん
FMA45858	right iliococcygeus	右腸骨尾骨筋	みぎちょうこつびこつきん
FMA45859	left iliococcygeus	左腸骨尾骨筋	ひだりちょうこつびこつきん
FMA45874	abdominal part of right pectoralis major	右大胸筋腹部	みぎだいきょうきんふくぶ
FMA45875	abdominal part of left pectoralis major	左大胸筋腹部	ひだりだいきょうきんふくぶ
FMA45888	long head of right biceps femoris	右大腿二頭筋長頭	みぎだいたいにとうきんちょうとう
FMA45889	long head of left biceps femoris	左大腿二頭筋長頭	ひだりだいたいにとうきんちょうとう
FMA45891	short head of right biceps femoris	右大腿二頭筋短頭	みぎだいたいにとうきんたんとう
FMA45892	short head of left biceps femoris	左大腿二頭筋短頭	ひだりだいたいにとうきんたんとう
FMA45957	medial head of right gastrocnemius	右腓腹筋内側頭	みぎひふくきんないそくとう
FMA45958	medial head of left gastrocnemius	左腓腹筋内側頭	ひだりひふくきんないそくとう
FMA45960	lateral head of right gastrocnemius	右腓腹筋外側頭	みぎひふくきんがいそくとう
FMA45961	lateral head of left gastrocnemius	左腓腹筋外側頭	ひだりひふくきんがいそくとう
FMA45971	medial head of right flexor hallucis brevis	右短母趾屈筋内側頭	みぎたんぼしくっきんないそくとう
FMA45972	medial head of left flexor hallucis brevis	左短母趾屈筋内側頭	ひだりたんぼしくっきんないそくとう
FMA45973	lateral head of right flexor hallucis brevis	右短母趾屈筋外側頭	みぎたんぼしくっきんがいそくとう
FMA45974	lateral head of left flexor hallucis brevis	左短母趾屈筋外側頭	ひだりたんぼしくっきんがいそくとう
FMA46018	oblique head of right adductor hallucis	右母趾内転筋斜頭	みぎぼしないてんきんしゃとう
FMA46019	oblique head of left adductor hallucis	左母趾内転筋斜頭	ひだりぼしないてんきんしゃとう
FMA46020	transverse head of right adductor hallucis	右母趾内転筋横頭	みぎぼしないてんきんおうとう
FMA46021	transverse head of left adductor hallucis	左母趾内転筋横頭	ひだりぼしないてんきんおうとう
FMA46110	deep head of right flexor pollicis brevis	右短母指屈筋深頭	みぎたんぼしくっきんしんとう
FMA46111	deep head of left flexor pollicis brevis	左短母指屈筋深頭	ひだりたんぼしくっきんしんとう
FMA46121	oblique head of right adductor pollicis	右母指内転筋斜頭	みぎぼしないてんきんしゃとう
FMA46122	oblique head of left adductor pollicis	左母指内転筋斜頭	ひだりぼしないてんきんしゃとう
FMA46123	transverse head of right adductor pollicis	右母指内転筋横頭	みぎぼしないてんきんおうとう
FMA46124	transverse head of left adductor pollicis	左母指内転筋横頭	ひだりぼしないてんきんおうとう
FMA46283	superior oblique part of right longus colli	右頚長筋上斜線維	みぎけいちょうきんじょうしゃせんい
FMA46284	superior oblique part of left longus colli	左頚長筋上斜線維	ひだりけいちょうきんじょうしゃせんい
FMA46285	vertical intermediate part of right longus colli	右頚長筋垂直線維	みぎけいちょうきんすいちょくせんい
FMA46286	vertical intermediate part of left longus colli	左頚長筋垂直線維	ひだりけいちょうきんすいちょくせんい
FMA46287	inferior oblique part of right longus colli	右頚長筋下斜線維	みぎけいちょうきんかしゃせんい
FMA46288	inferior oblique part of left longus colli	左頚長筋下斜線維	ひだりけいちょうきんかしゃせんい
FMA46304	anterior belly of right digastric	右顎二腹筋前腹	みぎがくにふくきんぜんぷく
FMA46305	anterior belly of left digastric	左顎二腹筋前腹	ひだりがくにふくきんぜんぷく
FMA46306	posterior belly of right digastric	右顎二腹筋後腹	みぎがくにふくきんこうふく
FMA46307	posterior belly of left digastric	左顎二腹筋後腹	ひだりがくにふくきんこうふく
FMA46309	right longus capitis	右頭長筋	みぎとうちょうきん
FMA46310	left longus capitis	左頭長筋	ひだりとうちょうきん
FMA46313	right rectus capitis anterior	右前頭直筋	みぎぜんとうちょくきん
FMA46314	left rectus capitis anterior	左前頭直筋	ひだりぜんとうちょくきん
FMA46317	right rectus capitis lateralis	右外側頭長筋	みぎがいそくとうちょうきん
FMA46318	left rectus capitis lateralis	左外側頭長筋	ひだりがいそくとうちょうきん
FMA46321	right mylohyoid	右顎舌骨筋	みぎがくぜつこつきん
FMA46322	left mylohyoid	左顎舌骨筋	ひだりがくぜつこつきん
FMA46326	right geniohyoid	右オトガイ舌骨筋	みぎおとがいぜつこつきん
FMA46327	left geniohyoid	左オトガイ舌骨筋	ひだりおとがいぜつこつきん
FMA46443	right coccygeus	右坐骨尾骨筋	みぎざこつびこつきん
FMA46444	left coccygeus	左坐骨尾骨筋	ひだりざこつびこつきん
FMA46759	right frontalis	右前頭筋	みぎぜんとうきん
FMA46760	left frontalis	左前頭筋	ひだりぜんとうきん
FMA46761	right occipitalis	右後頭筋	みぎこうとうきん
FMA46762	left occipitalis	左後頭筋	ひだりこうとうきん
FMA46763	right temporoparietalis	右側頭頭頂筋	みぎそくとうとうちょうきん
FMA46764	left temporoparietalis	左側頭頭頂筋	ひだりそくとうとうちょうきん
FMA46782	orbital part of right orbicularis oculi	右眼輪筋眼窩部	みぎがんりんきんがんかぶ
FMA46783	orbital part of left orbicularis oculi	左眼輪筋眼窩部	ひだりがんりんきんがんかぶ
FMA46785	palpebral part of right orbicularis oculi	右眼輪筋眼瞼部	みぎがんりんきんがんけんぶ
FMA46786	palpebral part of left orbicularis oculi	左眼輪筋眼瞼部	ひだりがんりんきんがんけんぶ
FMA46796	right corrugator supercilii	右皺眉筋	みぎしゅうびきん
FMA46797	left corrugator supercilii	左皺眉筋	ひだりしゅうびきん
FMA46803	right levator labii superioris alaeque nasi	右上唇鼻翼挙筋	みぎじょうしんびよくきょきん
FMA46804	left levator labii superioris alaeque nasi	左上唇鼻翼挙筋	ひだりじょうしんびよくきょきん
FMA46806	right levator labii superioris	右上唇挙筋	みぎじょうしんきょきん
FMA46807	left levator labii superioris	左上唇挙筋	ひだりじょうしんきょきん
FMA46812	right zygomaticus major	右大頬骨筋	みぎだいきょうこつきん
FMA46813	left zygomaticus major	左大頬骨筋	ひだりだいきょうこつきん
FMA46814	right zygomaticus minor	右小頬骨筋	みぎしょうきょうこつきん
FMA46815	left zygomaticus minor	左小頬骨筋	ひだりしょうきょうこつきん
FMA46817	right depressor labii inferioris	右下唇下制筋	みぎかしんかせいきん
FMA46818	left depressor labii inferioris	左下唇下制筋	ひだりかしんかせいきん
FMA46823	right levator anguli oris	右口角挙筋	みぎこうかくきょきん
FMA46824	left levator anguli oris	左口角挙筋	ひだりこうかくきょきん
FMA46826	right mentalis	右オトガイ筋	みぎおとがいきん
FMA46827	left mentalis	左オトガイ筋	ひだりおとがいきん
FMA46829	right depressor anguli oris	右口角下制筋	みぎこうかくかせいきん
FMA46830	left depressor anguli oris	左口角下制筋	ひだりこうかくかせいきん
FMA46835	right buccinator	右頬筋	みぎきょうきん
FMA46836	left buccinator	左頬筋	ひだりきょうきん
FMA46839	right risorius	右笑筋	みぎしょうきん
FMA46840	left risorius	左笑筋	ひだりしょうきん
FMA4685	stem of left coronary artery	左冠状動脈主幹	ひだりかんじょうどうみゃくしゅかん
FMA4694	left subclavian artery	左鎖骨下動脈	ひだりさこつかどうみゃく
FMA4751	right brachiocephalic vein	右腕頭静脈	みぎわんとうじょうみゃく
FMA4754	right internal jugular vein	右内頚静脈	みぎないけいじょうみゃく
FMA4755	right subclavian vein	右鎖骨下静脈	みぎさこつかじょうみゃく
FMA4761	left brachiocephalic vein	左腕頭静脈	ひだりわんとうじょうみゃく
FMA4762	left internal jugular vein	左内頚静脈	ひだりないけいじょうみゃく
FMA4763	left subclavian vein	左鎖骨下静脈	ひだりさこつかじょうみゃく
FMA49001	superficial part of right masseter	右咬筋浅部	みぎこうきんせんぶ
FMA49002	superficial part of left masseter	左咬筋浅部	ひだりこうきんせんぶ
FMA49004	deep part of right masseter	右咬筋深部	みぎこうきんしんぶ
FMA49005	deep part of left masseter	左咬筋深部	ひだりこうきんしんぶ
FMA49007	right temporalis	右側頭筋	みぎそくとうきん
FMA49008	left temporalis	左側頭筋	ひだりそくとうきん
FMA49012	right medial pterygoid	右内側翼突筋	みぎないそくよくとつきん
FMA49013	left medial pterygoid	左内側翼突筋	ひだりないそくよくとつきん
FMA49022	lower head of right lateral pterygoid	右外側翼突筋下頭	みぎがいそくよくとつきんかとう
FMA49023	lower head of left lateral pterygoid	左外側翼突筋下頭	ひだりがいそくよくとつきんかとう
FMA49024	upper head of right lateral pterygoid	右外側翼突筋上頭	みぎがいそくよくとつきんじょうとう
FMA49025	upper head of left lateral pterygoid	左外側翼突筋上頭	ひだりがいそくよくとつきんじょうとう
FMA50737	celiac artery	腹腔動脈	ふくくうどうみゃく
FMA50875	right optic nerve	右視神経	みぎししんけい
FMA50878	left optic nerve	左視神経	ひだりししんけい
FMA51142	right extensor digitorum brevis	右短趾伸筋	みぎたんししんきん
FMA51143	left extensor digitorum brevis	左短趾伸筋	ひだりたんししんきん
FMA51144	right extensor hallucis brevis	右短母趾伸筋	みぎたんぼししんきん
FMA51145	left extensor hallucis brevis	左短母趾伸筋	ひだりたんぼししんきん
FMA52738	right temporal bone	右側頭骨	みぎそくとうこつ
FMA52739	left temporal bone	左側頭骨	ひだりそくとうこつ
FMA52788	right parietal bone	右頭頂骨	みぎとうちょうこつ
FMA52789	left parietal bone	左頭頂骨	ひだりとうちょうこつ
FMA52892	right zygomatic bone	右頬骨	みぎきょうこつ
FMA52893	left zygomatic bone	左頬骨	ひだりきょうこつ
FMA53645	right lacrimal bone	右涙骨	みぎるいこつ
FMA53646	left lacrimal bone	左涙骨	ひだりるいこつ
FMA53647	right nasal bone	右鼻骨	みぎびこつ
FMA53648	left nasal bone	左鼻骨	ひだりびこつ
FMA53649	right maxilla	右上顎骨	みぎじょうがくこつ
FMA53650	left maxilla	左上顎骨	ひだりじょうがくこつ
FMA53655	right palatine bone	右口蓋骨	みぎこうがいこつ
FMA53656	left palatine bone	左口蓋骨	ひだりこうがいこつ
FMA54737	right inferior nasal concha	右下鼻甲介	みぎかびこうかい
FMA54738	left inferior nasal concha	左下鼻甲介	ひだりかびこうかい
FMA55606	right nasalis	右鼻筋	みぎびきん
FMA55607	left nasalis	左鼻筋	ひだりびきん
FMA55608	right depressor septi nasi	右鼻中隔下制筋	みぎびちゅうかくかせいきん
FMA55609	left depressor septi nasi	左鼻中隔下制筋	ひだりびちゅうかくかせいきん
FMA55610	right procerus	右鼻根筋	みぎびこんきん
FMA55611	left procerus	左鼻根筋	ひだりびこんきん
FMA55680	right upper lateral secondary incisor tooth	右上側切歯	みぎじょうそくせっし
FMA55681	right upper central secondary incisor tooth	右上中切歯	みぎうえちゅうせっし
FMA55682	left upper central secondary incisor tooth	左上中切歯	ひだりうえちゅうせっし
FMA55683	left upper lateral secondary incisor tooth	左上側切歯	ひだりじょうそくせっし
FMA55686	right lower secondary canine tooth	右下犬歯	みぎしたけんし
FMA55687	left lower secondary canine tooth	左下犬歯	ひだりしたけんし
FMA55688	right upper second secondary premolar tooth	右上第二小臼歯	みぎうえだいにしょうきゅうし
FMA55689	right upper first secondary premolar tooth	右上第一小臼歯	みぎうえだいいちしょうきゅうし
FMA55690	left upper first secondary premolar tooth	左上第一小臼歯	ひだりうえだいいちしょうきゅうし
FMA55691	left upper second secondary premolar tooth	左上第二小臼歯	ひだりうえだいにしょうきゅうし
FMA55692	left lower second secondary premolar tooth	左下第二小臼歯	ひだりしただいにしょうきゅうし
FMA55693	left lower first secondary premolar tooth	左下第一小臼歯	ひだりしただいいちしょうきゅうし
FMA55694	right lower first secondary premolar tooth	右下第一小臼歯	みぎしただいいちしょうきゅうし
FMA55695	right lower second secondary premolar tooth	右下第二小臼歯	みぎしただいにしょうきゅうし
FMA55697	right upper second secondary molar tooth	右上第二大臼歯	みぎうえだいにだいきゅうし
FMA55698	right upper first secondary molar tooth	右上第一大臼歯	みぎうえだいいちだいきゅうし
FMA55699	left upper first secondary molar tooth	左上第一大臼歯	ひだりうえだいいちだいきゅうし
FMA55700	left upper second secondary molar tooth	左上第二大臼歯	ひだりうえだいにだいきゅうし
FMA55703	left lower second secondary molar tooth	左下第二大臼歯	ひだりしただいにだいきゅうし
FMA55704	left lower first secondary molar tooth	左下第一大臼歯	ひだりしただいいちだいきゅうし
FMA55705	right lower first secondary molar tooth	右下第一大臼歯	みぎしただいいちだいきゅうし
FMA55706	right lower second secondary molar tooth	右下第二大臼歯	みぎしただいにだいきゅうし
FMA55798	right upper secondary canine tooth	右上犬歯	みぎうえけんし
FMA55799	left upper secondary canine tooth	左上犬歯	ひだりうえけんし
FMA57140	right lower lateral secondary incisor tooth	右下側切歯	みぎかそくせっし
FMA57141	left lower lateral secondary incisor tooth	左下側切歯	ひだりかそくせっし
FMA57142	right lower central secondary incisor tooth	右下中切歯	みぎしたちゅうせっし
FMA57143	left lower central secondary incisor tooth	左下中切歯	ひだりしたちゅうせっし
FMA58776	right iliotibial tract	右腸頚靭帯	みぎちょうけいじんたい
FMA58777	left iliotibial tract	左腸頚靭帯	ひだりちょうけいじんたい
FMA59763	gingiva of upper jaw	上顎歯肉	じょうがくしにく
FMA59764	gingiva of lower jaw	下顎歯肉	かがくしにく
FMA59815nsn	labial part of mouth, nsn	口唇nsn;クチビルnsn	こうしんnsn；くちびるnsn
FMA61822	white matter structure of cerebral hemisphere	白質（大脳半球の）	はくしつ（だいのうはんきゅうの）
FMA61993nsn	midbrain, nsn	中脳nsn	ちゅうのうnsn
FMA62008nsn	hypothalamus, nsn	視床下部nsn	ししょうかぶnsn
FMA62382	right optic tract	右視索	みぎしさく
FMA65014	right flexor hallucis longus	右長母趾屈筋	みぎちょうぼしくっきん
FMA65015	left flexor hallucis longus	左長母趾屈筋	ひだりちょうぼしくっきん
FMA65016	right flexor digitorum longus	右長趾屈筋	みぎちょうしくっきん
FMA65017	left flexor digitorum longus	左長趾屈筋	ひだりちょうしくっきん
FMA65018	right tibialis posterior	右後脛骨筋	みぎこうけいこつきん
FMA65019	left tibialis posterior	左後脛骨筋	ひだりこうけいこつきん
FMA65198	superficial head of right flexor pollicis brevis	右短母指屈筋浅頭	みぎたんぼしくっきんせんとう
FMA65199	superficial head of left flexor pollicis brevis	左短母指屈筋浅頭	ひだりたんぼしくっきんせんとう
FMA65470	proximal phalanx of left thumb	左第一指基節骨	ひだりだいいっしきせつこつ
FMA66326	pulmonary artery	肺動脈	はいどうみゃく
FMA66643	pulmonary vein	肺静脈	はいじょうみゃく
FMA66791	proximal phalanx of left little finger	左第五指基節骨	ひだりだいごしきせつこつ
FMA67936	left optic tract	左視索	ひだりしさく
FMA71194	right lobe of thymus	胸腺右葉	きょうせんうよう
FMA71195	left lobe of thymus	胸腺左葉	きょうせんさよう
FMA71908	proximal phalanx of left middle finger	左第三指基節骨	ひだりだいさんしきせつこつ
FMA71915	proximal phalanx of left index finger	左第二指基節骨	ひだりだいにしきせつこつ
FMA71916	proximal phalanx of left ring finger	左第四指基節骨	ひだりだいよんしきせつこつ
FMA7198nsn	pancreas, nsn	膵臓nsn	すいぞうnsn
FMA7204	right kidney	右腎臓	みぎじんぞう
FMA7205	left kidney	左腎臓	ひだりじんぞう
FMA7211	right testis	右精巣	みぎせいそう
FMA7212	left testis	左精巣	ひだりせいそう
FMA7259	papillary muscle of right ventricle	右心室乳頭筋	うしんしつにゅうとうきん
FMA72653	right superior frontal gyrus	右上前頭回	みぎじょうぜんとうかい
FMA72654	left superior frontal gyrus	左上前頭回	ひだりじょうぜんとうかい
FMA72655	right middle frontal gyrus	右内側前頭回/右中前頭回	みぎないそくぜんとうかい/みぎちゅうぜんとうかい
FMA72656	left middle frontal gyrus	左内側前頭回/左中前頭回	ひだりないそくぜんとうかい/ひだりちゅうぜんとうかい
FMA72661	right precentral gyrus	右中心前回	みぎちゅうしんぜんかい
FMA72662	left precentral gyrus	左中心前回	ひだりちゅうしんぜんかい
FMA72665	right postcentral gyrus	右中心後回	みぎちゅうしんこうかい
FMA72666	left postcentral gyrus	左中心後回	ひだりちゅうしんこうかい
FMA72667	right supramarginal gyrus	右縁上回	みぎえんじょうかい
FMA72668	left supramarginal gyrus	左縁上回	ひだりえんじょうかい
FMA72669	right angular gyrus	右角回	みぎかくかい
FMA72670	left angular gyrus	左角回	ひだりかくかい
FMA72685	right middle temporal gyrus	右中側頭回	みぎちゅうそくとうかい
FMA72686	left middle temporal gyrus	左中側頭回	ひだりちゅうそくとうかい
FMA72687	right inferior temporal gyrus	右下側頭回	みぎかそくとうかい
FMA72688	left inferior temporal gyrus	左下側頭回	ひだりかそくとうかい
FMA72689	right fusiform gyrus	右側頭葉の外側後頭側頭回	がいそくこうとうそくとうかい（みぎそくとうようの）
FMA72690	left fusiform gyrus	左側頭葉の外側後頭側頭回	がいそくこうとうそくとうかい（ひだりそくとうようの）
FMA72701	right accessory short gyrus	右副短回	みぎふくたんかい
FMA72702	left accessory short gyrus	左副短回	ひだりふくたんかい
FMA72705	right parahippocampal gyrus	右海馬傍回	みぎかいばぼうかい
FMA72706	left parahippocampal gyrus	左海馬傍回	ひだりかいばぼうかい
FMA72713	right hippocampus	右海馬	みぎかいば
FMA72714	left hippocampus	左海馬	ひだりかいば
FMA72717	right cingulate gyrus	右帯状回	みぎたいじょうかい
FMA72718	left cingulate gyrus	左帯状回	ひだりたいじょうかい
FMA7274	wall of heart	心臓壁	しんそうへき
FMA72800	anterior part of right superior temporal gyrus	右上側頭回前部	うじょうそくとうかいぜんぶ
FMA72801	anterior part of left superior temporal gyrus	左上側頭回前部	さじょうそくとうかいぜんぶ
FMA72804	posterior part of right superior temporal gyrus	右上側頭回後部	うじょうそくとうかいこうぶ
FMA72805	posterior part of left superior temporal gyrus	左上側頭回後部	さじょうそくとうかいこうぶ
FMA72826	right caudate nucleus	右尾状核	みぎびじょうかく
FMA72827	left caudate nucleus	左尾状核	ひだりびじょうかく
FMA72828	right putamen	右被殻	みぎひかく
FMA72829	left putamen	左被殻	ひだりひかく
FMA72830	right globus pallidus	右淡蒼球	みぎたんそうきゅう
FMA72831	left globus pallidus	左淡蒼球	ひだりたんそうきゅう
FMA72832	right amygdala	右扁桃体	みぎへんとうたい
FMA72833	left amygdala	左扁桃体	ひだりへんとうたい
FMA72908	anterior limb of right internal capsule	右内包の前脚;右内包前脚	みぎないほうのぜんきゃく；みぎないほうぜんきゃく
FMA72909	anterior limb of left internal capsule	左内包の前脚;左内包前脚	ひだりないほうのぜんきゃく；ひだりないほうぜんきゃく
FMA72924	right fornix of forebrain	右脳弓	みぎのうきゅう
FMA72925	left fornix of forebrain	左脳弓	ひだりのうきゅう
FMA72939	right stria terminalis	右分界条	みぎぶんかいじょう
FMA72940	left stria terminalis	左分界条	ひだりぶんかいじょう
FMA72975	right occipital lobe	右後頭葉	みぎこうとうよう
FMA72976	left occipital lobe	左後頭葉	ひだりこうとうよう
FMA72977	right insula	右島	みぎとう
FMA72978	left insula	左島	ひだりとう
FMA73303	right lateral geniculate body	右外側膝状体	みぎがいそくしつじょうたい
FMA73304	left lateral geniculate body	左外側膝状体	ひだりがいそくしつじょうたい
FMA73309	right medial geniculate body	右内側膝状体	みぎないそくしつじょうたい
FMA73310	left medial geniculate body	左内側膝状体	ひだりないそくしつじょうたい
FMA73413	right stria medullaris of thalamus	右視床髄条	みぎししょうずいじょう
FMA73414	left stria medullaris of thalamus	左視床髄条	ひだりししょうずいじょう
FMA73422	right superior colliculus	右上丘	みぎじょうきゅう
FMA73423	left superior colliculus	左上丘	ひだりじょうきゅう
FMA73434	right inferior colliculus	右下丘	みぎかきゅう
FMA73435	left inferior colliculus	左下丘	ひだりかきゅう
FMA73461	brachium of right superior colliculus	右上丘腕	みぎじょうきゅうわん
FMA73462	brachium of left superior colliculus	左上丘腕	ひだりじょうきゅうわん
FMA73463	brachium of right inferior colliculus	右下丘腕	みぎかきゅうわん
FMA73464	brachium of left inferior colliculus	左下丘腕	ひだりかきゅうわん
FMA74075	set of right levatores costarum longi	右長肋骨挙筋	みぎちょうろっこつきょきん
FMA74076	set of left levatores costarum longi	左長肋骨挙筋	ひだりちょうろっこつきょきん
FMA74077	set of right levatores costarum breves	右短肋骨挙筋	みぎたんろっこつきょきん
FMA74078	set of left levatores costarum breves	左短肋骨挙筋	ひだりたんろっこつきょきん
FMA7409	bronchus	気管支	きかんし
FMA74140	set of dorsal interossei of right foot	右足の背側骨間筋	みぎあしのはいそくこっかんきん
FMA74141	set of dorsal interossei of left foot	左足の背側骨間筋	ひだりあしのはいそくこっかんきん
FMA78449	right lateral ventricle	右側脳室	みぎそくのうしつ
FMA78450	left lateral ventricle	左側脳室	ひだりそくのうしつ
FMA7857	right first rib	右第一肋骨	みぎだいいちろっこつ
FMA7875	right first costal cartilage	右第一肋軟骨	みぎだいいちろくなんこつ
FMA7882	right second rib	右第二肋骨	みぎだいにろっこつ
FMA7886	right second costal cartilage	右第二肋軟骨	みぎだいにろくなんこつ
FMA7909	right third rib	右第三肋骨	みぎだいさんろっこつ
FMA7913	right third costal cartilage	右第三肋軟骨	みぎだいさんろくなんこつ
FMA7957	right fourth rib	右第四肋骨	みぎだいよんろっこつ
FMA7976	right fourth costal cartilage	右第四肋軟骨	みぎだいよんろくなんこつ
FMA7987	left first rib	左第一肋骨	ひだりだいいちろっこつ
FMA79979	sternocostal part of right pectoralis major	右大胸筋胸肋部	みぎだいきょうきんきょうろくぶ
FMA79980	sternocostal part of left pectoralis major	左大胸筋胸肋部	ひだりだいきょうきんきょうろくぶ
FMA8005	left first costal cartilage	左第一肋軟骨	ひだりだいいちろくなんこつ
FMA8012	left second rib	左第二肋骨	ひだりだいいちろっこつ
FMA8031	left second costal cartilage	左第二肋軟骨	ひだりだいにろくなんこつ
FMA8039	left third rib	左第三肋骨	ひだりだいいちろっこつ
FMA8058	left third costal cartilage	左第三肋軟骨	ひだりだいさんろくなんこつ
FMA8066	right fifth rib	右第五肋骨	みぎだいごろっこつ
FMA8070	right fifth costal cartilage	右第五肋軟骨	みぎだいごろくなんこつ
FMA8093	left fifth rib	左第五肋骨	ひだりだいごろっこつ
FMA8112	left fifth costal cartilage	左第五肋軟骨	ひだりだいごろくなんこつ
FMA8148	left fourth rib	左第四肋骨	ひだりだいいちろっこつ
FMA8167	left fourth costal cartilage	左第四肋軟骨	ひだりだいよんろくなんこつ
FMA8175	right sixth rib	右第六肋骨	みぎだいろくろっこつ
FMA81752	right cervical rotator	右頚回旋筋	みぎけいかいせんきん
FMA81753	left cervical rotator	左頚回旋筋	ひだりけいかいせんきん
FMA8194	right sixth costal cartilage	右第六肋軟骨	みぎだいろくろくなんこつ
FMA8202	left sixth rib	左第六肋骨	ひだりだいろくろっこつ
FMA8221	left sixth costal cartilage	左第六肋軟骨	ひだりだいろくろくなんこつ
FMA8229	right seventh rib	右第七肋骨	みぎだいななろっこつ
FMA8248	right seventh costal cartilage	右第七肋軟骨	みぎだいななろくなんこつ
FMA8256	left seventh rib	左第七肋骨	ひだりだいななろっこつ
FMA8275	left seventh costal cartilage	左第七肋軟骨	ひだりだいななろくなんこつ
FMA8283	right eighth rib	右第八肋骨	みぎだいはちろっこつ
FMA8310	left eighth rib	左第八肋骨	ひだりだいはちろっこつ
FMA8364	right ninth rib	右第九肋骨	みぎだいきゅうろっこつ
FMA8391	left ninth rib	左第九肋骨	ひだりだいきゅうろっこつ
FMA8445	right tenth rib	右第十肋骨	みぎだいじゅうろっこつ
FMA8472	left tenth rib	左第十肋骨	ひだりだいじゅうろっこつ
FMA8531	right eleventh rib	右第十一肋骨	みぎだいじゅういちろっこつ
FMA8532	left eleventh rib	左第十一肋骨	ひだりだいじゅういちろっこつ
FMA8533	right twelfth rib	右第十二肋骨	みぎだいじゅうにろっこつ
FMA8534	left twelfth rib	左第十二肋骨	ひだりだいじゅうにろっこつ
FMA86034	opponens digiti minimi of right foot	右小趾対立筋	みぎしょうしたいりつきん
